5, Penske Ford, 20, 1976
6, Ligier Matra, 20, 1976
7, March Ford, 19, 1976
8, Shadow Ford, 10, 1976
9, Brabham Alfa Romeo, 9, 1976
10, Surtees Ford, 7, 1976
11, Fittipaldi Ford, 3, 1976
12, Ensign Ford, 2, 1976
13, Parnelli Ford, 1, 1976
1, Ferrari, 95, 1977
2, Lotus Ford, 62, 1977
3, McLaren Ford, 60, 1977
4, Wolf Ford, 55, 1977
5, Brabham Alfa Romeo, 27, 1977
6, Tyrrell Ford, 27, 1977
7, Shadow Ford, 23, 1977
8, Ligier Matra, 18, 1977
9, Fittipaldi Ford, 11, 1977
10, Ensign Ford, 10, 1977
11, Surtees Ford, 6, 1977
12, Penske Ford, 1, 1977
1, Lotus Ford, 86, 1978
2, Ferrari, 58, 1978
3, Brabham Alfa Romeo, 53, 1978
4, Tyrrell Ford, 38, 1978
5, Wolf Ford, 24, 1978
6, Ligier Matra, 19, 1978
7, Fittipaldi Ford, 17, 1978
8, McLaren Ford, 15, 1978
9, Williams Ford, 11, 1978
10, Arrows Ford, 11, 1978
11, Shadow Ford, 6, 1978
12, Renault, 3, 1978
13, Surtees Ford, 1, 1978
14, Ensign Ford, 1, 1978
1, Ferrari, 113, 1979
2, Williams Ford, 75, 1979
3, Ligier Ford, 61, 1979
4, Lotus Ford, 39, 1979
5, Tyrrell Ford, 28, 1979
6, Renault, 26, 1979
7, McLaren Ford, 15, 1979
8, Brabham Ford, 7, 1979
9, Arrows Ford, 5, 1979
10, Shadow Ford, 3, 1979
11, ATS Ford, 2, 1979
12, Fittipaldi Ford, 1, 1979
1, Williams Ford, 120, 1980
2, Ligier Ford, 66, 1980
3, Brabham Ford, 55, 1980
4, Renault, 38, 1980
5, Lotus Ford, 14, 1980
6, Tyrrell Ford, 12, 1980
7, Arrows Ford, 11, 1980
8, Fittipaldi Ford, 11, 1980
9, McLaren Ford, 11, 1980
10, Ferrari, 8, 1980
11, Alfa Romeo, 4, 1980
1, Williams Ford, 95, 1981
2, Brabham Ford, 61, 1981
3, Renault, 54, 1981
4, Ligier Matra, 44, 1981
5, Ferrari, 34, 1981
6, McLaren Ford, 28, 1981
7, Lotus Ford, 22, 1981
8, Arrows Ford, 10, 1981
9, Alfa Romeo, 10, 1981
10, Tyrrell Ford, 10, 1981
11, Ensign Ford, 5, 1981
12, Theodore Ford, 1, 1981
13, ATS Ford, 1, 1981
1, Ferrari, 74, 1982
2, McLaren Ford, 69, 1982
3, Renault, 62, 1982
4, Williams Ford, 58, 1982
5, Lotus Ford, 30, 1982
6, Tyrrell Ford, 25, 1982
7, Brabham BMW, 22, 1982
8, Ligier Matra, 20, 1982
9, Brabham Ford, 19, 1982
10, Alfa Romeo, 7, 1982
11, Arrows Ford, 5, 1982
12, ATS Ford, 4, 1982
13, Osella Ford, 3, 1982
14, Fittipaldi Ford, 1, 1982
1, Ferrari, 89, 1983
2, Renault, 79, 1983
3, Brabham BMW, 72, 1983
4, Williams Ford, 36, 1983
5, McLaren Ford, 34, 1983
6, Alfa Romeo, 18, 1983
7, Tyrrell Ford, 12, 1983
8, Lotus Renault, 11, 1983
9, Toleman Hart, 10, 1983
10, Arrows Ford, 4, 1983
11, Williams Honda, 2, 1983
12, Theodore Ford, 1, 1983
13, Lotus Ford, 1, 1983
1, McLaren TAG, 143.5, 1984
2, Ferrari, 57.5, 1984
3, Lotus Renault, 47, 1984
4, Brabham BMW, 38, 1984
5, Renault, 34, 1984
6, Williams Honda, 25.5, 1984
7, Toleman Hart, 16, 1984
8, Alfa Romeo, 11, 1984
9, Arrows BMW, 3, 1984
10, Ligier Renault, 3, 1984
11, Arrows Ford, 3, 1984
12, Osella Alfa Romeo, 2, 1984
1, McLaren TAG, 90, 1985
2, Ferrari, 82, 1985
3, Lotus Renault, 71, 1985
4, Williams Honda, 71, 1985
5, Brabham BMW, 26, 1985
6, Ligier Renault, 23, 1985
7, Renault, 16, 1985
8, Arrows BMW, 14, 1985
9, Tyrrell Ford, 4, 1985
10, Tyrrell Renault, 3, 1985
1, Williams Honda, 141, 1986
2, McLaren TAG, 96, 1986
3, Lotus Renault, 58, 1986
4, Ferrari, 37, 1986
5, Ligier Renault, 29, 1986
6, Benetton BMW, 19, 1986
7, Tyrrell Renault, 11, 1986
8, Lola Ford, 6, 1986
9, Brabham BMW, 2, 1986
10, Arrows BMW, 1, 1986
1, Williams Honda, 137, 1987
2, McLaren TAG, 76, 1987
3, Lotus Honda, 64, 1987
4, Ferrari, 53, 1987
5, Benetton Ford, 28, 1987
6, Tyrrell Ford, 11, 1987
7, Arrows Megatron, 11, 1987
8, Brabham BMW, 10, 1987
9, Lola Ford, 3, 1987
10, Zakspeed, 2, 1987
11, March Ford, 1, 1987
12, Ligier Megatron, 1, 1987
13, AGS Ford, 1, 1987
1, McLaren Honda, 199, 1988
2, Ferrari, 65, 1988
3, Benetton Ford, 39, 1988
4, Arrows Megatron, 23, 1988
5, Lotus Honda, 23, 1988
6, March Judd, 22, 1988
7, Williams Judd, 20, 1988
8, Tyrrell Ford, 5, 1988
9, Rial Ford, 3, 1988
10, Minardi Ford, 1, 1988
1, McLaren Honda, 141, 1989
2, Williams Renault, 77, 1989
3, Ferrari, 59, 1989
4, Benetton Ford, 39, 1989
5, Tyrrell Ford, 16, 1989
6, Lotus Judd, 15, 1989
7, Arrows Ford, 13, 1989
8, Dallara Ford, 8, 1989
9, Brabham Judd, 8, 1989
10, Onyx Ford, 6, 1989
11, Minardi Ford, 6, 1989
12, March Judd, 4, 1989
13, Rial Ford, 3, 1989
14, Ligier Ford, 3, 1989
15, AGS Ford, 1, 1989
16, Lola Lamborghini, 1, 1989
1, McLaren Honda, 121, 1990
2, Ferrari, 110, 1990
3, Benetton Ford, 71, 1990
4, Williams Renault, 57, 1990
5, Tyrrell Ford, 16, 1990
6, Lola Lamborghini, 11, 1990
7, Leyton House Judd, 7, 1990
8, Lotus Lamborghini, 3, 1990
9, Arrows Ford, 2, 1990
10, Brabham Judd, 2, 1990
1, McLaren Honda, 139, 1991
2, Williams Renault, 125, 1991
3, Ferrari, 55.5, 1991
4, Benetton Ford, 38.5, 1991
5, Jordan Ford, 13, 1991
6, Tyrrell Honda, 12, 1991
7, Minardi Ferrari, 6, 1991
8, Dallara Judd, 5, 1991
9, Lotus Judd, 3, 1991
10, Brabham Yamaha, 3, 1991
11, Lola Ford, 2, 1991
12, Leyton House Ilmor, 1, 1991
1, Williams Renault, 164, 1992
2, McLaren Honda, 99, 1992
3, Benetton Ford, 91, 1992
4, Ferrari, 21, 1992
5, Lotus Ford, 13, 1992
6, Tyrrell Ilmor, 8, 1992
7, Footwork Mugen Honda, 6, 1992
8, Ligier Renault, 6, 1992
9, March Ilmor, 3, 1992
10, Dallara Ferrari, 2, 1992
11, Jordan Yamaha, 1, 1992
12, Minardi Lamborghini, 1, 1992
13, Venturi Lamborghini, 1, 1992
1, Williams Renault, 168, 1993
2, McLaren Ford, 84, 1993
3, Benetton Ford, 72, 1993
4, Ferrari, 28, 1993
5, Ligier Renault, 23, 1993
6, Lotus Ford, 12, 1993
7, Sauber, 12, 1993
8, Minardi Ford, 7, 1993
9, Footwork Mugen Honda, 4, 1993
10, Larrousse Lamborghini, 3, 1993
11, Jordan Hart, 3, 1993
1, Williams Renault, 118, 1994
2, Benetton Ford, 103, 1994
3, Ferrari, 71, 1994
4, McLaren Peugeot, 42, 1994
5, Jordan Hart, 28, 1994
6, Ligier Renault, 13, 1994
7, Tyrrell Yamaha, 13, 1994
8, Sauber Mercedes, 12, 1994
9, Footwork Ford, 9, 1994
10, Minardi Ford, 5, 1994
11, Larrousse Ford, 2, 1994
1, Benetton Renault, 137, 1995
2, Williams Renault, 112, 1995
3, Ferrari, 73, 1995
4, McLaren Mercedes, 30, 1995
5, Ligier Mugen Honda, 24, 1995
6, Jordan Peugeot, 21, 1995
7, Sauber Ford, 18, 1995
8, Footwork Hart, 5, 1995
9, Tyrrell Yamaha, 5, 1995
10, Minardi Ford, 1, 1995
1, Williams Renault, 175, 1996
2, Ferrari, 70, 1996
3, Benetton Renault, 68, 1996
4, McLaren Mercedes, 49, 1996
5, Jordan Peugeot, 22, 1996
6, Ligier Mugen Honda, 15, 1996
7, Sauber Ford, 11, 1996
8, Tyrrell Yamaha, 5, 1996
9, Footwork Hart, 1, 1996
1, Williams Renault, 123, 1997
2, Ferrari, 102, 1997
3, Benetton Renault, 67, 1997
4, McLaren Mercedes, 63, 1997
5, Jordan Peugeot, 33, 1997
6, Prost Mugen Honda, 21, 1997
7, Sauber Petronas, 16, 1997
8, Arrows Yamaha, 9, 1997
9, Stewart Ford, 6, 1997
10, Tyrrell Ford, 2, 1997
1, McLaren Mercedes, 156, 1998
2, Ferrari, 133, 1998
3, Williams Mecachrome, 38, 1998
4, Jordan Mugen Honda, 34, 1998
5, Benetton Playlife, 33, 1998
6, Sauber Petronas, 10, 1998
7, Arrows, 6, 1998
8, Stewart Ford, 5, 1998
9, Prost Peugeot, 1, 1998
1, Ferrari, 128, 1999
2, McLaren Mercedes, 124, 1999
3, Jordan Mugen Honda, 61, 1999
4, Stewart Ford, 36, 1999
5, Williams Supertec, 35, 1999
6, Benetton Playlife, 16, 1999
7, Prost Peugeot, 9, 1999
8, Sauber Petronas, 5, 1999
9, Minardi Ford, 1, 1999
10, Arrows, 1, 1999
1, Ferrari, 170, 2000
2, McLaren Mercedes, 152, 2000
3, Williams BMW, 36, 2000
4, Benetton Playlife, 20, 2000
5, BAR Honda, 20, 2000
6, Jordan Mugen Honda, 17, 2000
7, Arrows Supertec, 7, 2000
8, Sauber Petronas, 6, 2000
9, Jaguar Cosworth, 4, 2000
1, Ferrari, 179, 2001
2, McLaren Mercedes, 102, 2001
3, Williams BMW, 80, 2001
4, Sauber Petronas, 21, 2001
5, Jordan Honda, 19, 2001
6, BAR Honda, 17, 2001
7, Benetton Renault, 10, 2001
8, Jaguar Cosworth, 9, 2001
9, Prost Acer, 4, 2001
10, Arrows Asiatech, 1, 2001
1, Ferrari, 221, 2002
2, Williams BMW, 92, 2002
3, McLaren Mercedes, 65, 2002
4, Renault, 23, 2002
5, Sauber Petronas, 11, 2002
6, Jordan Honda, 9, 2002
7, Jaguar Cosworth, 8, 2002
8, BAR Honda, 7, 2002
9, Minardi Asiatech, 2, 2002
10, Toyota, 2, 2002
11, Arrows Cosworth, 2, 2002
1, Ferrari, 158, 2003
2, Williams BMW, 144, 2003
3, McLaren Mercedes, 142, 2003
4, Renault, 88, 2003
5, BAR Honda, 26, 2003
6, Sauber Petronas, 19, 2003
7, Jaguar Cosworth, 18, 2003
8, Toyota, 16, 2003
9, Jordan Ford, 13, 2003
10, Minardi Cosworth, 0, 2003
1, Ferrari, 262, 2004
2, BAR Honda, 119, 2004
3, Renault, 105, 2004
4, Williams BMW, 88, 2004
5, McLaren Mercedes, 69, 2004
6, Sauber Petronas, 34, 2004
7, Jaguar Cosworth, 10, 2004
8, Toyota, 9, 2004
9, Jordan Ford, 5, 2004
10, Minardi Cosworth, 1, 2004
1, Renault, 191, 2005
2, McLaren Mercedes, 182, 2005
3, Ferrari, 100, 2005
4, Toyota, 88, 2005
5, Williams BMW, 66, 2005
6, BAR Honda, 38, 2005
7, RBR Cosworth, 34, 2005
8, Sauber Petronas, 20, 2005
9, Jordan Toyota, 12, 2005
10, Minardi Cosworth, 7, 2005
1, Renault, 206, 2006
2, Ferrari, 201, 2006
3, McLaren Mercedes, 110, 2006
4, Honda, 86, 2006
5, Sauber BMW, 36, 2006
6, Toyota, 35, 2006
7, RBR Ferrari, 16, 2006
8, Williams Cosworth, 11, 2006
9, STR Cosworth, 1, 2006
10, MF1 Toyota, 0, 2006
11, Super Aguri Honda, 0, 2006
1, Ferrari, 204, 2007
2, Sauber BMW, 101, 2007
3, Renault, 51, 2007
4, Williams Toyota, 33, 2007
5, Red Bull Renault, 24, 2007
6, Toyota, 13, 2007
7, STR Ferrari, 8, 2007
8, Honda, 6, 2007
9, Super Aguri Honda, 4, 2007
10, Spyker Ferrari, 1, 2007
EX, McLaren Mercedes, 0, 2007
1, Ferrari, 172, 2008
2, McLaren Mercedes, 151, 2008
3, Sauber BMW, 135, 2008
4, Renault, 80, 2008
5, Toyota, 56, 2008
6, STR Ferrari, 39, 2008
7, Red Bull Renault, 29, 2008
8, Williams Toyota, 26, 2008
9, Honda, 14, 2008
10, Force India Ferrari, 0, 2008
11, Super Aguri Honda, 0, 2008
1, Brawn Mercedes, 172, 2009
2, RBR Renault, 153.5, 2009
3, McLaren Mercedes, 71, 2009
4, Ferrari, 70, 2009
5, Toyota, 59.5, 2009
6, Sauber BMW, 36, 2009
7, Williams Toyota, 34.5, 2009
8, Renault, 26, 2009
9, Force India Mercedes, 13, 2009
10, STR Ferrari, 8, 2009
1, RBR Renault, 498, 2010
2, McLaren Mercedes, 454, 2010
3, Ferrari, 396, 2010
4, Mercedes, 214, 2010
5, Renault, 163, 2010
6, Williams Cosworth, 69, 2010
7, Force India Mercedes, 68, 2010
8, Sauber Ferrari, 44, 2010
9, STR Ferrari, 13, 2010
10, Lotus Cosworth, 0, 2010
11, HRT Cosworth, 0, 2010
12, Virgin Cosworth, 0, 2010
1, Red Bull Racing Renault, 650, 2011
2, McLaren Mercedes, 497, 2011
3, Ferrari, 375, 2011
4, Mercedes, 165, 2011
5, Renault, 73, 2011
6, Force India Mercedes, 69, 2011
7, Sauber Ferrari, 44, 2011
8, STR Ferrari, 41, 2011
9, Williams Cosworth, 5, 2011
10, Lotus Renault, 0, 2011
11, HRT Cosworth, 0, 2011
12, Virgin Cosworth, 0, 2011
1, Red Bull Racing Renault, 460, 2012
2, Ferrari, 400, 2012
3, McLaren Mercedes, 378, 2012
4, Lotus Renault, 303, 2012
5, Mercedes, 142, 2012
6, Sauber Ferrari, 126, 2012
7, Force India Mercedes, 109, 2012
8, Williams Renault, 76, 2012
9, STR Ferrari, 26, 2012
10, Caterham Renault, 0, 2012
11, Marussia Cosworth, 0, 2012
12, HRT Cosworth, 0, 2012
1, Red Bull Racing Renault, 596, 2013
2, Mercedes, 360, 2013
3, Ferrari, 354, 2013
4, Lotus Renault, 315, 2013
5, McLaren Mercedes, 122, 2013
6, Force India Mercedes, 77, 2013
7, Sauber Ferrari, 57, 2013
8, STR Ferrari, 33, 2013
9, Williams Renault, 5, 2013
10, Marussia Cosworth, 0, 2013
11, Caterham Renault, 0, 2013
1, Mercedes, 701, 2014
2, Red Bull Racing Renault, 405, 2014
3, Williams Mercedes, 320, 2014
4, Ferrari, 216, 2014
5, McLaren Mercedes, 181, 2014
6, Force India Mercedes, 155, 2014
7, STR Renault, 30, 2014
8, Lotus Renault, 10, 2014
9, Marussia Ferrari, 2, 2014
10, Sauber Ferrari, 0, 2014
11, Caterham Renault, 0, 2014
1, Mercedes, 703, 2015
2, Ferrari, 428, 2015
3, Williams Mercedes, 257, 2015
4, Red Bull Racing Renault, 187, 2015
5, Force India Mercedes, 136, 2015
6, Lotus Mercedes, 78, 2015
7, STR Renault, 67, 2015
8, Sauber Ferrari, 36, 2015
9, McLaren Honda, 27, 2015
10, Marussia Ferrari, 0, 2015
1, Mercedes, 765, 2016
2, Red Bull Racing TAG Heuer, 468, 2016
3, Ferrari, 398, 2016
4, Force India Mercedes, 173, 2016
5, Williams Mercedes, 138, 2016
6, McLaren Honda, 76, 2016
7, Toro Rosso Ferrari, 63, 2016
8, Haas Ferrari, 29, 2016
9, Renault, 8, 2016
10, Sauber Ferrari, 2, 2016
11, MRT Mercedes, 1, 2016
1, Mercedes, 668, 2017
2, Ferrari, 522, 2017
3, Red Bull Racing TAG Heuer, 368, 2017
4, Force India Mercedes, 187, 2017
5, Williams Mercedes, 83, 2017
6, Renault, 57, 2017
7, Toro Rosso, 53, 2017
8, Haas Ferrari, 47, 2017
9, McLaren Honda, 30, 2017
10, Sauber Ferrari, 5, 2017
1, Mercedes, 655, 2018
2, Ferrari, 571, 2018
3, Red Bull Racing TAG Heuer, 419, 2018
4, Renault, 122, 2018
5, Haas Ferrari, 93, 2018
6, McLaren Renault, 62, 2018
7, Force India Mercedes, 52, 2018
8, Sauber Ferrari, 48, 2018
9, Scuderia Toro Rosso Honda, 33, 2018
10, Williams Mercedes, 7, 2018
EX, Force India Sahara, 0, 2018
1, Mercedes, 739, 2019
2, Ferrari, 504, 2019
3, Red Bull Racing Honda, 417, 2019
4, McLaren Renault, 145, 2019
5, Renault, 91, 2019
6, Scuderia Toro Rosso Honda, 85, 2019
7, Racing Point BWT Mercedes, 73, 2019
8, Alfa Romeo Racing Ferrari, 57, 2019
9, Haas Ferrari, 28, 2019
10, Williams Mercedes, 1, 2019
1, Mercedes, 573, 2020
2, Red Bull Racing Honda, 319, 2020
3, McLaren Renault, 202, 2020
4, Racing Point BWT Mercedes, 195, 2020
5, Renault, 181, 2020
6, Ferrari, 131, 2020
7, AlphaTauri Honda, 107, 2020
8, Alfa Romeo Racing Ferrari, 8, 2020
9, Haas Ferrari, 3, 2020
10, Williams Mercedes, 0, 2020
1, Mercedes, 613.5, 2021
2, Red Bull Racing Honda, 585.5, 2021
3, Ferrari, 323.5, 2021
4, McLaren Mercedes, 275, 2021
5, Alpine Renault, 155, 2021
6, AlphaTauri Honda, 142, 2021
7, Aston Martin Mercedes, 77, 2021
8, Williams Mercedes, 23, 2021
9, Alfa Romeo Racing Ferrari, 13, 2021
10, Haas Ferrari, 0, 2021
